기준_년분기_코드,상권_구분_코드_명,상권_코드,상권_코드_명,분기_매출금액,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,월_평균_소득_금액,식료품_지출_총금액,여가_지출_총금액,문화_지출_총금액,유흥_지출_총금액,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,집객시설_수,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_점포_수,일반_점포_수,프랜차이즈_점포_수,평균 최저기온(℃),평균 최고기온(℃),총 강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),일반음식점_점포수,자치구,행정동
20222,골목상권,3110014,경복고등학교,22763015,931,429,502,136,113,93,162,161,266,76,58,37,73,75,110,60,55,56,89,86,156,상권확장,96,58,98,50,5290159,60033663.0,9425497.0,7095605.0,10314243.0,641.0,415.0,226.0,1.0,118.0,185.0,179.0,114.0,44.0,0.0,52.0,116.0,133.0,82.0,32.0,1.0,66.0,69.0,46.0,32.0,12.0,11.0,65215.0,33876.0,31339.0,16122.0,8050.0,8192.0,10234.0,8938.0,13680.0,9130.0,15495.0,12873.0,11866.0,10367.0,5486.0,9290.0,9320.0,9603.0,9548.0,9613.0,9054.0,8788.0,7,7,0,14.58,24.36,421.7,2.6,61.18,1001.83,24,종로구,청운효자동
20223,골목상권,3110014,경복고등학교,19512506,931,429,502,136,113,93,162,161,266,76,58,37,73,75,110,60,55,56,89,86,156,상권확장,98,58,99,50,5290159,60033663.0,9425497.0,7095605.0,10314243.0,641.0,415.0,226.0,1.0,118.0,185.0,179.0,114.0,44.0,0.0,52.0,116.0,133.0,82.0,32.0,1.0,66.0,69.0,46.0,32.0,12.0,11.0,55984.0,28205.0,27779.0,13594.0,6674.0,6763.0,9170.0,7811.0,11973.0,7628.0,13438.0,10809.0,10053.0,9269.0,4785.0,7887.0,7563.0,8332.0,8128.0,8034.0,7921.0,8120.0,8,8,0,21.85,29.06,1018.6,2.25,75.24,998.44,24,종로구,청운효자동
20224,골목상권,3110014,경복고등학교,20922748,916,447,469,87,122,82,125,165,335,48,76,38,54,79,152,39,46,44,71,86,183,정체,104,55,99,51,5290159,60033663.0,9425497.0,7095605.0,10314243.0,568.0,370.0,198.0,0.0,105.0,166.0,160.0,100.0,37.0,0.0,46.0,104.0,120.0,73.0,27.0,0.0,59.0,62.0,40.0,27.0,10.0,11.0,62567.0,31600.0,30967.0,15458.0,7366.0,7079.0,10186.0,8776.0,13703.0,8584.0,15261.0,12337.0,11371.0,10214.0,4800.0,8725.0,8587.0,9349.0,9211.0,9215.0,8758.0,8721.0,7,7,0,3.06,12.22,222.2,2.19,64.06,998.44,25,종로구,청운효자동
20221,골목상권,3110015,청와대사랑채,215021012,589,279,310,98,82,91,103,94,121,54,38,37,52,41,57,44,44,54,51,53,64,정체,136,52,97,50,3980058,82062934.0,13813568.0,9787602.0,13953620.0,569.0,366.0,203.0,2.0,103.0,167.0,157.0,101.0,39.0,0.0,44.0,104.0,117.0,73.0,28.0,2.0,59.0,63.0,40.0,28.0,11.0,,74961.0,37825.0,37135.0,8033.0,12787.0,13598.0,14530.0,11868.0,14146.0,12737.0,15438.0,12354.0,13095.0,13423.0,7914.0,10958.0,10800.0,10989.0,11159.0,11161.0,10086.0,9807.0,4,4,0,-2.72,6.48,112.8,2.43,57.37,1011.91,91,종로구,청운효자동
20222,골목상권,3110015,청와대사랑채,215536234,589,279,310,98,82,91,103,94,121,54,38,37,52,41,57,44,44,54,51,53,64,정체,139,52,98,50,3980058,82062934.0,13813568.0,9787602.0,13953620.0,569.0,366.0,203.0,2.0,103.0,167.0,157.0,101.0,39.0,0.0,44.0,104.0,117.0,73.0,28.0,2.0,59.0,63.0,40.0,28.0,11.0,,89096.0,40898.0,48199.0,9554.0,13772.0,15389.0,16116.0,13891.0,20375.0,12435.0,18671.0,17088.0,17322.0,15654.0,7929.0,12600.0,12069.0,13013.0,12814.0,13160.0,13213.0,12230.0,4,4,0,14.58,24.36,421.7,2.6,61.18,1001.83,89,종로구,청운효자동
20223,골목상권,3110015,청와대사랑채,215866209,589,279,310,98,82,91,103,94,121,54,38,37,52,41,57,44,44,54,51,53,64,정체,142,52,99,50,3980058,82062934.0,13813568.0,9787602.0,13953620.0,569.0,366.0,203.0,2.0,103.0,167.0,157.0,101.0,39.0,0.0,44.0,104.0,117.0,73.0,28.0,2.0,59.0,63.0,40.0,28.0,11.0,,76448.0,34067.0,42380.0,9514.0,10884.0,12903.0,14495.0,11823.0,16826.0,10500.0,15886.0,14556.0,14664.0,13744.0,7099.0,10943.0,9995.0,11308.0,11052.0,10986.0,11024.0,11139.0,4,4,0,21.85,29.06,1018.6,2.25,75.24,998.44,94,종로구,청운효자동
20224,골목상권,3110015,청와대사랑채,241612564,672,309,363,89,83,94,112,120,174,48,40,38,50,51,82,41,43,56,62,69,92,정체,129,52,99,51,3980058,82062934.0,13813568.0,9787602.0,13953620.0,1350.0,876.0,474.0,1.0,247.0,397.0,378.0,238.0,89.0,0.0,108.0,249.0,281.0,173.0,65.0,1.0,139.0,148.0,97.0,65.0,24.0,,77949.0,34284.0,43665.0,10298.0,10755.0,12821.0,14750.0,11690.0,17634.0,9097.0,16490.0,15937.0,15859.0,14004.0,6562.0,10648.0,10021.0,11738.0,11573.0,11574.0,11338.0,11057.0,4,4,0,3.06,12.22,222.2,2.19,64.06,998.44,96,종로구,청운효자동
20221,골목상권,3110016,평창동동측,73144363,2075,986,1089,259,311,233,268,353,651,136,164,104,126,155,301,123,147,129,142,198,350,정체,109,63,97,50,4884771,408705625.0,67401456.0,46565711.0,73635352.0,4696.0,2637.0,2059.0,0.0,577.0,1263.0,1545.0,1024.0,287.0,0.0,276.0,646.0,912.0,615.0,188.0,0.0,301.0,617.0,633.0,409.0,99.0,40.0,32611.0,14971.0,17639.0,5229.0,3628.0,4117.0,5261.0,5897.0,8479.0,6682.0,7067.0,4784.0,4669.0,5697.0,3712.0,4789.0,4762.0,4719.0,4645.0,4586.0,4486.0,4622.0,7,7,0,-2.72,6.48,112.8,2.43,57.37,1011.91,19,종로구,평창동
20222,골목상권,3110016,평창동동측,111522276,2075,986,1089,259,311,233,268,353,651,136,164,104,126,155,301,123,147,129,142,198,350,정체,109,63,98,50,4884771,408705625.0,67401456.0,46565711.0,73635352.0,4696.0,2637.0,2059.0,0.0,577.0,1263.0,1545.0,1024.0,287.0,0.0,276.0,646.0,912.0,615.0,188.0,0.0,301.0,617.0,633.0,409.0,99.0,40.0,37499.0,17462.0,20037.0,6224.0,6004.0,4108.0,6517.0,6015.0,8633.0,6954.0,8266.0,6146.0,6025.0,6526.0,3582.0,5682.0,5534.0,5618.0,5285.0,5192.0,5194.0,4994.0,7,7,0,14.58,24.36,421.7,2.6,61.18,1001.83,19,종로구,평창동
20223,골목상권,3110016,평창동동측,101284302,2075,986,1089,259,311,233,268,353,651,136,164,104,126,155,301,123,147,129,142,198,350,정체,112,63,99,50,4884771,408705625.0,67401456.0,46565711.0,73635352.0,4696.0,2637.0,2059.0,0.0,577.0,1263.0,1545.0,1024.0,287.0,0.0,276.0,646.0,912.0,615.0,188.0,0.0,301.0,617.0,633.0,409.0,99.0,40.0,35266.0,16198.0,19068.0,4989.0,4548.0,4312.0,6192.0,6000.0,9227.0,7051.0,7560.0,5488.0,5337.0,6038.0,3790.0,4962.0,5109.0,5106.0,5027.0,4978.0,5106.0,4979.0,6,6,0,21.85,29.06,1018.6,2.25,75.24,998.44,19,종로구,평창동
20224,골목상권,3110016,평창동동측,80035515,1988,982,1006,217,199,253,247,295,777,118,112,142,125,131,354,99,87,111,122,164,423,정체,116,63,99,51,4884771,408705625.0,67401456.0,46565711.0,73635352.0,4855.0,2728.0,2127.0,0.0,598.0,1307.0,1596.0,1059.0,295.0,0.0,287.0,668.0,944.0,636.0,193.0,0.0,311.0,639.0,652.0,423.0,102.0,40.0,40603.0,17434.0,23168.0,6035.0,7105.0,4685.0,5594.0,6610.0,10573.0,9373.0,8825.0,6212.0,5985.0,6012.0,4195.0,5972.0,5903.0,5848.0,5692.0,5340.0,5878.0,5970.0,6,6,0,3.06,12.22,222.2,2.19,64.06,998.44,19,종로구,평창동
20221,골목상권,3110017,정독도서관,182444190,731,353,378,103,88,101,115,129,195,56,42,49,57,63,86,47,46,52,58,66,109,상권확장,69,53,97,50,3978549,130969540.0,18545568.0,14438314.0,20157308.0,305.0,239.0,66.0,0.0,30.0,105.0,93.0,60.0,17.0,0.0,17.0,78.0,77.0,52.0,15.0,0.0,13.0,27.0,16.0,8.0,2.0,6.0,439142.0,209856.0,229286.0,59286.0,64570.0,73674.0,81649.0,70954.0,89011.0,100546.0,91056.0,68110.0,68480.0,67911.0,43038.0,62926.0,62984.0,64155.0,64851.0,65144.0,60498.0,58586.0,4,4,0,-2.72,6.48,112.8,2.43,57.37,1011.91,89,종로구,가회동
20222,골목상권,3110017,정독도서관,248984694,731,353,378,103,88,101,115,129,195,56,42,49,57,63,86,47,46,52,58,66,109,상권확장,71,53,98,50,3978549,130969540.0,18545568.0,14438314.0,20157308.0,305.0,239.0,66.0,0.0,30.0,105.0,93.0,60.0,17.0,0.0,17.0,78.0,77.0,52.0,15.0,0.0,13.0,27.0,16.0,8.0,2.0,6.0,504486.0,232719.0,271767.0,72785.0,70153.0,84218.0,92410.0,77624.0,107298.0,103064.0,102849.0,88327.0,86347.0,79561.0,44342.0,70684.0,70654.0,71799.0,72872.0,73997.0,74796.0,69683.0,3,3,0,14.58,24.36,421.7,2.6,61.18,1001.83,89,종로구,가회동
20223,골목상권,3110017,정독도서관,203654854,731,353,378,103,88,101,115,129,195,56,42,49,57,63,86,47,46,52,58,66,109,상권확장,72,53,99,50,3978549,130969540.0,18545568.0,14438314.0,20157308.0,305.0,239.0,66.0,0.0,30.0,105.0,93.0,60.0,17.0,0.0,17.0,78.0,77.0,52.0,15.0,0.0,13.0,27.0,16.0,8.0,2.0,6.0,459804.0,213724.0,246080.0,69695.0,62102.0,74532.0,86843.0,70412.0,96219.0,96176.0,94122.0,78655.0,76051.0,72681.0,42119.0,65090.0,64475.0,66658.0,66929.0,67627.0,65359.0,63665.0,3,3,0,21.85,29.06,1018.6,2.25,75.24,998.44,90,종로구,가회동
20224,골목상권,3110017,정독도서관,188149111,700,341,359,99,73,76,111,126,215,59,42,35,50,61,94,40,31,41,61,65,121,상권확장,70,53,99,51,3978549,130969540.0,18545568.0,14438314.0,20157308.0,398.0,306.0,92.0,0.0,41.0,134.0,121.0,79.0,23.0,0.0,23.0,100.0,98.0,67.0,18.0,0.0,18.0,34.0,23.0,12.0,5.0,6.0,481114.0,221608.0,259506.0,70844.0,67649.0,76682.0,89524.0,75333.0,101080.0,96534.0,97392.0,87331.0,84666.0,72933.0,42257.0,66259.0,65989.0,69520.0,71381.0,70874.0,70767.0,66324.0,3,3,0,3.06,12.22,222.2,2.19,64.06,998.44,95,종로구,가회동
20221,골목상권,3110018,중앙고등학교,120251649,2795,1324,1471,371,339,398,509,431,747,201,164,190,233,208,328,170,175,208,276,223,419,정체,105,50,97,50,3430192,412408387.0,55128487.0,46917612.0,64812435.0,1532.0,1143.0,389.0,0.0,163.0,533.0,457.0,289.0,90.0,0.0,85.0,392.0,359.0,239.0,68.0,0.0,78.0,141.0,98.0,50.0,22.0,15.0,436602.0,217078.0,219524.0,68926.0,54835.0,72049.0,86823.0,68148.0,85822.0,103470.0,92205.0,61918.0,63697.0,66198.0,49113.0,64172.0,64921.0,64715.0,66376.0,64307.0,56614.0,55498.0,15,14,1,-2.72,6.48,112.8,2.43,57.37,1011.91,116,종로구,가회동
20222,골목상권,3110018,중앙고등학교,189848980,2795,1324,1471,371,339,398,509,431,747,201,164,190,233,208,328,170,175,208,276,223,419,상권축소,106,50,98,50,3430192,412408387.0,55128487.0,46917612.0,64812435.0,1532.0,1143.0,389.0,0.0,163.0,533.0,457.0,289.0,90.0,0.0,85.0,392.0,359.0,239.0,68.0,0.0,78.0,141.0,98.0,50.0,22.0,15.0,509838.0,256706.0,253133.0,110204.0,59230.0,82595.0,92909.0,75353.0,89548.0,104419.0,114085.0,83014.0,81054.0,75842.0,51424.0,75409.0,79131.0,77008.0,77658.0,76613.0,63594.0,60425.0,16,15,1,14.58,24.36,421.7,2.6,61.18,1001.83,115,종로구,가회동
20223,골목상권,3110018,중앙고등학교,186632218,2795,1324,1471,371,339,398,509,431,747,201,164,190,233,208,328,170,175,208,276,223,419,정체,105,50,99,50,3430192,412408387.0,55128487.0,46917612.0,64812435.0,1532.0,1143.0,389.0,0.0,163.0,533.0,457.0,289.0,90.0,0.0,85.0,392.0,359.0,239.0,68.0,0.0,78.0,141.0,98.0,50.0,22.0,15.0,468901.0,234410.0,234491.0,88438.0,57642.0,77197.0,89103.0,72148.0,84374.0,99564.0,104785.0,74290.0,72762.0,69366.0,48133.0,68884.0,72090.0,72601.0,71416.0,70240.0,57596.0,56073.0,18,17,1,21.85,29.06,1018.6,2.25,75.24,998.44,115,종로구,가회동
20224,골목상권,3110018,중앙고등학교,282632748,2897,1357,1540,278,340,383,489,520,887,131,164,185,222,258,397,147,176,198,267,262,490,정체,100,53,99,51,3430192,412408387.0,55128487.0,46917612.0,64812435.0,1224.0,918.0,306.0,0.0,131.0,425.0,368.0,230.0,70.0,0.0,68.0,313.0,290.0,191.0,56.0,0.0,63.0,112.0,78.0,39.0,14.0,15.0,502207.0,248389.0,253817.0,92774.0,61675.0,80889.0,91431.0,80843.0,94596.0,105511.0,112277.0,82169.0,80632.0,72065.0,49552.0,71280.0,76622.0,75796.0,77154.0,76295.0,64094.0,60967.0,21,20,1,3.06,12.22,222.2,2.19,64.06,998.44,120,종로구,가회동
20221,골목상권,3110019,창덕궁,396211489,243,143,100,6,20,32,37,35,113,4,16,16,25,24,58,2,4,16,12,11,55,정체,116,54,97,50,2496875,88835562.0,8813062.0,8884951.0,10960757.0,1621.0,895.0,726.0,20.0,332.0,493.0,446.0,255.0,75.0,8.0,146.0,247.0,261.0,181.0,52.0,12.0,186.0,246.0,185.0,74.0,23.0,10.0,561642.0,317284.0,244359.0,28235.0,99913.0,101083.0,112702.0,104241.0,115469.0,62421.0,113295.0,112895.0,121224.0,110942.0,40864.0,86749.0,87072.0,87433.0,93083.0,92816.0,63034.0,51458.0,16,16,0,-2.72,6.48,112.8,2.43,57.37,1011.91,248,종로구,종로1?2?3?4가동
20222,골목상권,3110019,창덕궁,535556530,243,143,100,6,20,32,37,35,113,4,16,16,25,24,58,2,4,16,12,11,55,정체,115,54,98,50,2496875,88835562.0,8813062.0,8884951.0,10960757.0,1621.0,895.0,726.0,20.0,332.0,493.0,446.0,255.0,75.0,8.0,146.0,247.0,261.0,181.0,52.0,12.0,186.0,246.0,185.0,74.0,23.0,10.0,612012.0,338043.0,273969.0,30412.0,112041.0,113073.0,120678.0,111405.0,124403.0,66770.0,120224.0,122386.0,130799.0,124087.0,47748.0,90431.0,97591.0,95480.0,95498.0,99078.0,74827.0,59107.0,17,17,0,14.58,24.36,421.7,2.6,61.18,1001.83,251,종로구,종로1?2?3?4가동
20223,골목상권,3110019,창덕궁,421310333,243,143,100,6,20,32,37,35,113,4,16,16,25,24,58,2,4,16,12,11,55,정체,116,54,99,50,2496875,88835562.0,8813062.0,8884951.0,10960757.0,1621.0,895.0,726.0,20.0,332.0,493.0,446.0,255.0,75.0,8.0,146.0,247.0,261.0,181.0,52.0,12.0,186.0,246.0,185.0,74.0,23.0,10.0,578890.0,318925.0,259965.0,32234.0,104061.0,104724.0,114804.0,107295.0,115770.0,65900.0,116037.0,115149.0,121575.0,114527.0,45702.0,83038.0,91233.0,93152.0,94630.0,93328.0,68154.0,55354.0,15,15,0,21.85,29.06,1018.6,2.25,75.24,998.44,255,종로구,종로1?2?3?4가동
20224,골목상권,3110019,창덕궁,484803384,271,150,121,11,16,30,37,45,132,4,8,18,22,30,68,7,8,12,15,15,64,정체,111,54,99,51,2496875,88835562.0,8813062.0,8884951.0,10960757.0,1028.0,566.0,462.0,7.0,210.0,315.0,285.0,163.0,48.0,2.0,92.0,158.0,168.0,114.0,32.0,5.0,118.0,157.0,117.0,49.0,16.0,10.0,602181.0,330951.0,271230.0,32890.0,110223.0,109582.0,117665.0,111390.0,120429.0,64698.0,118807.0,123055.0,131008.0,118257.0,46354.0,84666.0,94626.0,95892.0,97605.0,97747.0,73260.0,58386.0,16,16,0,3.06,12.22,222.2,2.19,64.06,998.44,259,종로구,종로1?2?3?4가동
20221,골목상권,3110020,서울국제고등학교,18765188,3990,2018,1972,430,1169,468,478,512,933,201,634,281,233,258,411,229,535,187,245,254,522,상권축소,124,47,97,50,2736810,452132567.0,68238981.0,71326707.0,95479489.0,928.0,452.0,476.0,0.0,150.0,258.0,229.0,182.0,109.0,0.0,51.0,126.0,121.0,94.0,60.0,0.0,99.0,132.0,108.0,88.0,49.0,16.0,1829358.0,802653.0,1026705.0,296944.0,701919.0,161848.0,186752.0,181966.0,299929.0,555141.0,393788.0,199445.0,187257.0,253838.0,239890.0,262950.0,260155.0,260826.0,261070.0,256393.0,262852.0,265112.0,11,10,1,-2.72,6.48,112.8,2.43,57.37,1011.91,107,종로구,혜화동
20222,골목상권,3110020,서울국제고등학교,55692827,3990,2018,1972,430,1169,468,478,512,933,201,634,281,233,258,411,229,535,187,245,254,522,상권축소,126,47,98,50,2736810,452132567.0,68238981.0,71326707.0,95479489.0,928.0,452.0,476.0,0.0,150.0,258.0,229.0,182.0,109.0,0.0,51.0,126.0,121.0,94.0,60.0,0.0,99.0,132.0,108.0,88.0,49.0,16.0,2006874.0,856655.0,1150219.0,353814.0,824610.0,169287.0,200879.0,179917.0,278370.0,605677.0,430111.0,222386.0,208038.0,283452.0,257210.0,289965.0,291664.0,292013.0,291414.0,285320.0,275669.0,280829.0,12,11,1,14.58,24.36,421.7,2.6,61.18,1001.83,108,종로구,혜화동
20223,골목상권,3110020,서울국제고등학교,37741964,3990,2018,1972,430,1169,468,478,512,933,201,634,281,233,258,411,229,535,187,245,254,522,상권축소,126,47,99,50,2736810,452132567.0,68238981.0,71326707.0,95479489.0,928.0,452.0,476.0,0.0,150.0,258.0,229.0,182.0,109.0,0.0,51.0,126.0,121.0,94.0,60.0,0.0,99.0,132.0,108.0,88.0,49.0,16.0,1915828.0,801211.0,1114617.0,303588.0,809491.0,163722.0,190848.0,180621.0,267558.0,585284.0,413807.0,212628.0,197285.0,262496.0,244327.0,277153.0,279863.0,278730.0,275273.0,267391.0,266636.0,270782.0,13,12,1,21.85,29.06,1018.6,2.25,75.24,998.44,103,종로구,혜화동
20224,골목상권,3110020,서울국제고등학교,60259209,4097,2131,1966,312,589,953,537,556,1150,149,289,615,282,285,511,163,300,338,255,271,639,상권축소,129,48,99,51,2736810,452132567.0,68238981.0,71326707.0,95479489.0,994.0,486.0,508.0,0.0,162.0,276.0,243.0,198.0,115.0,0.0,56.0,135.0,131.0,101.0,63.0,0.0,106.0,141.0,112.0,97.0,52.0,16.0,2006306.0,826318.0,1179988.0,310171.0,904892.0,166601.0,182915.0,181679.0,260046.0,613653.0,430954.0,225272.0,204487.0,275109.0,256830.0,288447.0,291628.0,292408.0,290045.0,278491.0,278504.0,286784.0,13,12,1,3.06,12.22,222.2,2.19,64.06,998.44,100,종로구,혜화동
20221,골목상권,3110021,성균관대학교,458218758,1915,930,985,180,725,240,208,213,349,89,353,129,102,98,159,91,372,111,106,115,190,상권축소,108,46,97,50,2902668,242915806.0,38074560.0,43410868.0,58541737.0,413.0,201.0,212.0,0.0,67.0,115.0,103.0,79.0,49.0,0.0,22.0,56.0,54.0,41.0,28.0,0.0,45.0,59.0,49.0,38.0,21.0,11.0,1315429.0,583383.0,732044.0,188067.0,497599.0,148858.0,153653.0,147814.0,179437.0,306049.0,258109.0,166313.0,174303.0,242019.0,168636.0,184080.0,184081.0,185699.0,185620.0,185725.0,195557.0,194667.0,20,19,1,-2.72,6.48,112.8,2.43,57.37,1011.91,248,종로구,혜화동
20222,골목상권,3110021,성균관대학교,609700991,1915,930,985,180,725,240,208,213,349,89,353,129,102,98,159,91,372,111,106,115,190,상권축소,108,47,98,50,2902668,242915806.0,38074560.0,43410868.0,58541737.0,413.0,201.0,212.0,0.0,67.0,115.0,103.0,79.0,49.0,0.0,22.0,56.0,54.0,41.0,28.0,0.0,45.0,59.0,49.0,38.0,21.0,11.0,1451559.0,633848.0,817711.0,218474.0,587955.0,156680.0,158550.0,152872.0,177027.0,335372.0,277681.0,181214.0,190764.0,272086.0,194441.0,199037.0,202078.0,206209.0,206169.0,208135.0,217324.0,212609.0,21,20,1,14.58,24.36,421.7,2.6,61.18,1001.83,253,종로구,혜화동
20223,골목상권,3110021,성균관대학교,564400613,1915,930,985,180,725,240,208,213,349,89,353,129,102,98,159,91,372,111,106,115,190,상권축소,108,47,99,50,2902668,242915806.0,38074560.0,43410868.0,58541737.0,413.0,201.0,212.0,0.0,67.0,115.0,103.0,79.0,49.0,0.0,22.0,56.0,54.0,41.0,28.0,0.0,45.0,59.0,49.0,38.0,21.0,11.0,1399295.0,620316.0,778979.0,196566.0,576598.0,156245.0,155081.0,147570.0,167235.0,324632.0,268861.0,175447.0,184459.0,259922.0,185973.0,193962.0,197811.0,199029.0,198844.0,198328.0,206984.0,204335.0,21,20,1,21.85,29.06,1018.6,2.25,75.24,998.44,248,종로구,혜화동
20224,골목상권,3110021,성균관대학교,662477023,1851,925,926,129,316,522,230,207,447,70,121,298,117,103,216,59,195,224,113,104,231,상권축소,112,47,99,51,2902668,242915806.0,38074560.0,43410868.0,58541737.0,581.0,281.0,300.0,0.0,94.0,160.0,142.0,117.0,68.0,0.0,30.0,78.0,74.0,60.0,39.0,0.0,64.0,82.0,68.0,57.0,29.0,11.0,1541952.0,674631.0,867320.0,222908.0,663715.0,166143.0,161397.0,156649.0,171137.0,342929.0,298398.0,204371.0,208441.0,288480.0,199331.0,211372.0,217315.0,220275.0,219419.0,220123.0,227690.0,225757.0,21,20,1,3.06,12.22,222.2,2.19,64.06,998.44,256,종로구,혜화동
20221,골목상권,3110022,경신고등학교,71863858,1552,707,845,265,368,196,278,184,261,128,168,88,130,78,115,137,200,108,148,106,146,정체,112,60,97,50,3478003,213067686.0,35771940.0,28983203.0,39991954.0,324.0,159.0,165.0,0.0,51.0,91.0,79.0,64.0,39.0,0.0,18.0,44.0,42.0,33.0,22.0,0.0,33.0,47.0,37.0,31.0,17.0,10.0,557111.0,243832.0,313280.0,117827.0,111266.0,65213.0,84957.0,72325.0,105525.0,153352.0,121690.0,65216.0,62978.0,83938.0,69936.0,79987.0,79534.0,79615.0,80344.0,79653.0,78384.0,79595.0,6,6,0,-2.72,6.48,112.8,2.43,57.37,1011.91,102,종로구,혜화동
20222,골목상권,3110022,경신고등학교,98111920,1552,707,845,265,368,196,278,184,261,128,168,88,130,78,115,137,200,108,148,106,146,정체,114,60,98,50,3478003,213067686.0,35771940.0,28983203.0,39991954.0,324.0,159.0,165.0,0.0,51.0,91.0,79.0,64.0,39.0,0.0,18.0,44.0,42.0,33.0,22.0,0.0,33.0,47.0,37.0,31.0,17.0,10.0,577631.0,261206.0,316424.0,137931.0,116685.0,63959.0,84282.0,73125.0,101650.0,156568.0,127916.0,69904.0,66301.0,86005.0,70936.0,84268.0,84959.0,84108.0,85272.0,81908.0,77276.0,79839.0,6,6,0,14.58,24.36,421.7,2.6,61.18,1001.83,103,종로구,혜화동
20223,골목상권,3110022,경신고등학교,97951816,1552,707,845,265,368,196,278,184,261,128,168,88,130,78,115,137,200,108,148,106,146,정체,116,60,99,50,3478003,213067686.0,35771940.0,28983203.0,39991954.0,324.0,159.0,165.0,0.0,51.0,91.0,79.0,64.0,39.0,0.0,18.0,44.0,42.0,33.0,22.0,0.0,33.0,47.0,37.0,31.0,17.0,10.0,559847.0,245935.0,313912.0,124299.0,117106.0,65204.0,80780.0,73911.0,98547.0,153273.0,123605.0,66804.0,64069.0,83105.0,68990.0,80765.0,82150.0,82437.0,81837.0,79186.0,75362.0,78111.0,6,6,0,21.85,29.06,1018.6,2.25,75.24,998.44,99,종로구,혜화동
20224,골목상권,3110022,경신고등학교,88970517,1513,742,771,187,235,281,254,224,332,96,118,158,121,107,142,91,117,123,133,117,190,정체,114,60,99,51,3478003,213067686.0,35771940.0,28983203.0,39991954.0,330.0,161.0,169.0,0.0,53.0,90.0,81.0,67.0,39.0,0.0,18.0,44.0,43.0,34.0,22.0,0.0,35.0,46.0,38.0,33.0,17.0,10.0,570301.0,251585.0,318716.0,128805.0,121245.0,64794.0,81017.0,74681.0,99758.0,157867.0,126922.0,67223.0,64475.0,83843.0,69971.0,81974.0,83012.0,83424.0,83332.0,81436.0,77391.0,79731.0,6,6,0,3.06,12.22,222.2,2.19,64.06,998.44,102,종로구,혜화동
20221,골목상권,3110023,서울대병원,379723296,554,258,296,32,178,108,51,59,126,18,90,50,24,25,51,14,88,58,27,34,75,정체,112,56,97,50,3548230,108261409.0,16013724.0,16065073.0,21515702.0,87.0,48.0,39.0,0.0,12.0,22.0,23.0,18.0,12.0,0.0,3.0,10.0,14.0,12.0,9.0,0.0,9.0,12.0,9.0,6.0,3.0,6.0,369722.0,164861.0,204861.0,24817.0,83077.0,72961.0,60259.0,53983.0,74626.0,48704.0,79718.0,63971.0,67080.0,72160.0,38089.0,55926.0,54963.0,55210.0,58348.0,57267.0,44954.0,43056.0,8,2,6,-2.72,6.48,112.8,2.43,57.37,1011.91,68,종로구,이화동
